"arbb_urls_link","arbb_urls_date_date","arbb_urls_date_user","arbb_urls_date_comments"
"https://klse.i3investor.com/servlets/forum/800001430.jsp?ftp=202","Jun 2, 2020 3:00 PM","RevenueQueeN","Because June end mega project is ON, then year end 0.40 (minimum) dividend also ON. Oh i forgot, Caravan inviting Arb to U.S for roadshow that one also very interesting!"
"https://klse.i3investor.com/servlets/forum/800001430.jsp?ftp=202","Jun 2, 2020 3:13 PM","QuellingBlaster","HO ho HO guys, yes! They are rushing for visa and preparing everything for U.S Caravan roadshow, guessing they will visit U.S in July?"
"https://klse.i3investor.com/servlets/forum/800001430.jsp?ftp=202","Jun 2, 2020 3:42 PM","Invicibletrader","All my other shares are flying. When is this one gonna move?"
"https://klse.i3investor.com/servlets/forum/800001430.jsp?ftp=202","Jun 2, 2020 4:05 PM","RangeRover222","Guys looks like Arbb became DAILY GORENG STOCK recently, just goreng some untung for monthly expenses. Great"
"https://klse.i3investor.com/servlets/forum/800001430.jsp?ftp=202","Jun 2, 2020 4:07 PM","AndyChin77","From rm0.10 surge till rm0.42 in a very short period, if that is not called flying then what is it?"
"https://klse.i3investor.com/servlets/forum/800001430.jsp?ftp=202","Jun 2, 2020 4:33 PM","AndyChin77","And the best thing is ALMOST daily can goreng KFC, what more do we ask for in this pandemic times?"
"https://klse.i3investor.com/servlets/forum/800001430.jsp?ftp=202","Jun 2, 2020 4:48 PM","kenie","ARBB BERHAD
Additional Listing Announcement /Subdivision of Shares
Shares Details of corporate proposal : Conversion of Irredeemable ConvertiblePreference Shares to Ordinary Shares
No. of shares issued under this corporate proposal : 7,023,500
Issue price per share ($) : 0.20
Listing Date : 3/06/2020"
"https://klse.i3investor.com/servlets/forum/800001430.jsp?ftp=202","Jun 2, 2020 4:48 PM","kenie","boss tomorrow have new ARBB can selling at open market"
"https://klse.i3investor.com/servlets/forum/800001430.jsp?ftp=202","Jun 2, 2020 5:05 PM","FOOK YOU FOOK ME","Eat shet dog kenie is here! Ha ha ha"
"https://klse.i3investor.com/servlets/forum/800001430.jsp?ftp=202","Jun 2, 2020 5:07 PM","FOOK YOU FOOK ME","FOOK YOU kenie!"
"https://klse.i3investor.com/servlets/forum/800001430.jsp?ftp=202","Jun 2, 2020 5:09 PM","XmenOrigin","lmao"
"https://klse.i3investor.com/servlets/forum/800001430.jsp?ftp=202","Jun 2, 2020 5:19 PM","MoneyMaker168","Workers accuse Ipoh-based health support firm of union busting
Police have arrested the executive secretary of the National Union of Workers in Hospital Support and Allied Services (NUWHSAS) M Saraswathy and four others this afternoon for protesting against employer Edgenta UEMS outside the Ipoh Hospital.
Holding up handmade placards, the protesters accused the company of “union busting” by threatening to take disciplinary action against certain staff active in union activities.
“Some of our members had been threatened they would be removed from their job if they continue to be active,” union executive secretary M. Sarasvathy told reporters.
Saravathy said the union was formed in 1997, but was dormant until 2016 when a new committee was elected.
She claimed harassment started in 2017 when the union asked to negotiate a collective agreement for workers with the company.
She claimed one of its members who worked in Seberang Jaya as a storekeeper was made to clean toilets after becoming the union’s branch chairman.
Members were also questioned for attending the recent May Day parade, added Sarasvathy.
“We want all this to stop as we are a recognised union,” she said, showing the media a copy of the recognition that was signed by Human Resources Minister M. Kulasegaran.
Union president K. Senthil Kumar claimed the company would force employees to take unpaid leave if they turn up late for work.
He also accused the company of favouritism by only allowing certain workers to claim overtime work.
Malay Mail is attempting to get Edgenta Mediserve for response to the union’s claims.
Edgenta Mediserve Sdn Bhd, a wellness support services company, is a wholly-owned unit of UEM Edgenta and provides hospital support and facility management services."
