"vsolar_urls_link","vsolar_urls_date_date","vsolar_urls_date_user","vsolar_urls_date_comments"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=82","Jun 20, 2018 7:33 AM","mdesa5057","sleeping counter"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=82","Aug 2, 2018 8:24 PM","stillloss","m3, vsolar , netx , fintec are under one group player?"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=82","Sep 2, 2018 6:47 AM","Crasd123","Buy Nestle"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=82","Sep 3, 2018 10:46 AM","Jasper Coo","Price will gap up this morning, good luck to all and enjoy the rollercoaster.... hehe"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=82","Sep 5, 2018 10:45 AM","Lim Tek Wai","All stocks are green today.we may see minimal growth. Worth to invest"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=82","Sep 6, 2018 10:23 AM","Jordan Khoo","Good stock, make huge profit !"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=82","Oct 22, 2018 9:22 PM","Syndicates","Goleng Goleng"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=82","Nov 16, 2018 11:10 AM","sokowanda","rubbish stock, gov pump money into solar. then it might benefit this vsolar?! then will i buy in vsolar, the answer is 'NO'. again this is super rubbish stock. see you in pn17"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=82","Jan 17, 2019 4:07 PM","bowman","Good news on the way? Waking up and shooting up unnoticed. Charts looking good. Line strongly above the cloud. Last high was 0.155 two years ago, so let's keep our fingers crossed, shall we?"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=82","Jan 17, 2019 4:08 PM","FaatihBinKanaan","vsolar worth it to buy in?"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=82","Jan 22, 2019 5:49 PM","Klse_faizan","Nice doji"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=82","Jan 23, 2019 10:23 AM","bowman","Looks like another false alarm."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=82","Jan 23, 2019 12:24 PM","Klse_faizan","http://www.theedgemarkets.com/article/vsolar-focus-re-business-expects..."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=82","Jan 23, 2019 4:16 PM","bowman","That's an old story. It may already not be relevant. One should ask how it will do in the next quarter. The last quarter it did not do too promising."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=82","Jan 24, 2019 10:41 AM","Woo Kok Keong","Give some hope for this stock....trust future renewables energy...I will sapu this stock at end market...."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=82","Jan 25, 2019 12:11 PM","shinchan326","Coming"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=82","Jan 25, 2019 1:51 PM","bowman","Just be careful when too many chasing limited stock base. So far this company has not shown any promising ventures. If you look at last quarter earnings, you will wonder why is it that red"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=82","Jan 29, 2019 12:33 PM","Bursa2019","waaaaaa
vsolar
still hidup ka ??"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=82","Jan 31, 2019 7:40 AM","Woo Kok Keong","Told u guy will coming back.... Hope it will be limit up"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=82","Jan 31, 2019 9:40 AM","WoonDeWai","lets hope what you say becomes true"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=82","Feb 4, 2019 7:04 PM","SuperWisdom","This stock just hit my analysis.
TP at RM0.21 up to RM0.23 (or more) before 14th February 2019.
Thank you."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=82","Feb 7, 2019 6:56 PM","Woo Kok Keong","Tommorow may more up .... Hope so... I already standby sapu focus already ..."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=82","Feb 7, 2019 6:57 PM","Woo Kok Keong","I also got sapu seacera.... Will be rush to 30sen"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=82","Feb 8, 2019 9:49 AM","Woo Kok Keong","All fast fast grab vsolar don't miss chance I am coming back here sapu may go to 18sen hahaha"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=82","Feb 8, 2019 11:13 AM","peanut2019","2nd half will go up again!"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=82","Feb 8, 2019 12:46 PM","Woo Kok Keong","All happy or not"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=82","Feb 8, 2019 3:08 PM","Woo Kok Keong","So boring n feel Abit dizzy"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=82","Feb 8, 2019 4:30 PM","caew","bump and dump! careful!"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=82","Feb 12, 2019 11:06 AM","moneylailai","vsolar good?"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=82","Feb 13, 2019 3:51 PM","Woo Kok Keong","Gongxifacai to all investor trust me for this stock...now I am going for xdl.... Hope all earn more"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=82","Feb 13, 2019 3:54 PM","Woo Kok Keong","Hahaha seacera Also 30sen..big earn in this cny"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=82","Feb 14, 2019 8:38 AM","Woo Kok Keong","Dnex dnex dnex!"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=82","Feb 19, 2019 9:38 AM","masterkevin212","PN SOON"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=82","Feb 19, 2019 1:46 PM","Woo Kok Keong","Wow my vsolar so power today 0.185"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=82","Feb 19, 2019 1:47 PM","Woo Kok Keong","Dnex also coming... Really big angpau this year"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=82","Feb 19, 2019 1:49 PM","Woo Kok Keong","My PM Boleh.. Yb Lim Boleh.... Pakatan Harapan Boleh..."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=82","Feb 19, 2019 10:51 PM","c2k9791","Vsolar are doing solar product/business?"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=82","Feb 21, 2019 7:02 PM","bowman","Losses every quarter and rumours of rights issue sending the prices sky high. what are people buying into anyway? Didnt see news reports on its profits or new businesses."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=82","Feb 28, 2019 10:24 AM","Jiun Wai","Good Question bowman. I'm wondering too!"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=82","Mar 7, 2019 10:35 AM","8888_","Solar Energy(RE) project give to Vsolar?"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=82","Mar 7, 2019 11:10 AM","bowman","I think better check background stuff to see how much more RE is attributable to this company earnings, as well as how big are its Solar Farms, if any. Because if it has substantial, it should be reflected in its annual earnings. And how come losses are still experienced despite the years it had been in operations"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=82","Mar 7, 2019 11:36 AM","bowman","https://www.klsescreener.com/v2/announcements/view/28823029
This could be the reason why - three rights share for one held. Meaning that each share, upon distribution, will be reduced to a quarter of its value - not to mention the warrants (two for three rights held). If the share is now 24sen, after rights it will be about 6 sen in equivalent value. How much will be warrant then be priced? How much actually is the share valued at right now - fundamentally?"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=82","Mar 7, 2019 1:12 PM","YSL76","Each right needed subscribe at 0.10, mean mother share needed to be close at higher price than 0.24 otherwise no one will subscribe"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=82","Mar 7, 2019 1:14 PM","YSL76","0.19 + 0.10 + 0.10 +0.10 = rm0.49"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=82","Mar 7, 2019 7:23 PM","bowman","Should investors kill each other by chasing this price rise for a company whose profits are not very clear yet?"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=82","Mar 12, 2019 10:17 PM","moneykj","Go for Redtone tomorrow"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=82","Mar 13, 2019 9:17 AM","kenie","issue right issue price of RM0.10 per shares
Share on the basis of 3 Rights Shares for every existing Vsolar Share together with 2Warrants-B for every 3 Rights Shares subscribed"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=82","Mar 13, 2019 6:02 PM","moneykj","Now trend for kyy O&G counters. If you don't like kyy, go for Redtone. Umobile backdoor listing play."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=82","Mar 14, 2019 4:41 PM","skyap","redtone Target price?"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=82","Mar 15, 2019 10:45 AM","45AMG","vsolar coming.. 0.24 lai lai lai"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=83","Mar 15, 2019 6:38 PM","Airline Bobby","This counter just tembak only is it?"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=83","Mar 16, 2019 3:25 PM","Samyanomar","To get the best detailed analysis on klse counter contact us on wa ±60.11.1324.0444"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=83","Mar 19, 2019 11:14 AM","neo91","this stock loses every quarterly, and then cancel the contract with UTM by not doing solar energy again???? and then why the hell the price still go up??? what the crap???"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=83","Mar 20, 2019 9:31 AM","bowman","people are chasing the idea that they are giving away rights issues to shares held. which is silly because if the profit in not going up, why should share base be enlarged for market capitalisation?"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=83","Mar 22, 2019 10:31 AM","monreyes","up up"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=83","Mar 22, 2019 10:50 AM","monreyes","Petronas, UiTM ink LOI on renewable energy collaboration (solar plant). Anything to do with vsolar?"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=83","Mar 24, 2019 1:34 PM","Crash123456buil","Vsolar , going PN17, will drop 0.01"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=83","Mar 24, 2019 1:57 PM","freddiehero","they happy happy do goreng le.."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=83","Mar 24, 2019 1:58 PM","freddiehero","don kacau them"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=83","Mar 26, 2019 9:44 AM","ppginvest","ngeri..... keep playing at 0.225, going up or down after that?"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=83","Apr 1, 2019 11:49 AM","moneykj","Price so high. Can go for low price Ikhmas."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=83","Apr 2, 2019 12:28 PM","Backwardthink99","OWG (5260)buy now.. before it go up."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=83","Apr 3, 2019 12:27 PM","zul","vsolar macam susah tahan 20"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=83","Apr 4, 2019 10:41 AM","Woo Kok Keong","Will be coming back soon !!! keep for now at low price"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=83","Apr 4, 2019 1:35 PM","Woo Kok Keong","Yummy so low price"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=83","Apr 4, 2019 1:35 PM","Woo Kok Keong","Yummy so low price"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=83","Apr 5, 2019 10:51 AM","matg","high risk high return to entry right now at 0.180/0.185.. ada brani hahaha"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=83","Apr 8, 2019 2:12 PM","bowman","haha... drop like a rock now.."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=83","Apr 9, 2019 9:52 AM","Mohd Luqman","susah ooo too many sell 0.185"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=83","Apr 9, 2019 2:27 PM","Spyron_09","someone brewing inside this stock..
don`t miss it.."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=83","Apr 9, 2019 3:13 PM","Mohd Luqman","what do you mean by that"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=83","Apr 9, 2019 4:14 PM","gobu86","Thanks for the low prices XD"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=83","Apr 9, 2019 4:16 PM","BILLC","Laosai non stop,,,,,"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=83","Apr 9, 2019 4:35 PM","Mohd Luqman","what happen here"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=83","Apr 9, 2019 6:29 PM","detectiveconan","Just making a 50% retracement."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=83","Apr 9, 2019 7:01 PM","jnal","tomorrow going down also..hope down break last support 0.155..if not byebye lo...maybe retrace at 0.170-0.160..start accumulation back..Hold before break 0.155.."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=83","Apr 9, 2019 10:12 PM","gobu86","this selling is for sure by the substantial shareholders...once they deplete it already, then it will move up again...currently it bounced off the 50% fibonacci retracement, so thats a good sign...tomorrow hopefully will have bottom hunters to buy in..."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=83","Apr 10, 2019 9:47 AM","jnal","maggie, U must know first ur market and investor inside this stock..stochastic already good sign...accumulation already start from friday last week..Wait and see..big block at 160.."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=83","Apr 10, 2019 12:25 PM","jnal","Afternoon maybe good rebound to 0175-0180..engine already start.."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=83","Apr 10, 2019 6:48 PM","detectiveconan","Buy and sell are fighting. I'm betting on the ""buyers"" because solar energy is viral now, let us see."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=83","Apr 10, 2019 7:00 PM","jnal","History repeat it self..see previous chart..2014-2015..if u got the idea of pattern movement..rounding bottom.."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=83","Apr 11, 2019 12:55 AM","gobu86","maggie trying to sell her Netx here lol!"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=83","Apr 11, 2019 9:57 PM","gobu86","Vsolar is oversold. Tomorrow will move for sure"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=83","Apr 12, 2019 10:45 AM","jnal","Retracement at 160. (38.2%)..rebound next week..accumulation 165-180.."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=83","Apr 12, 2019 11:52 AM","dmksn","Buy signal coming, rebound !!"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=83","Apr 12, 2019 12:49 PM","jnal","Be patient..why should block at 175? Second wave for Monday...Contra wait Wednesday to sell off..TP1 190 ,TP2 210.."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=83","Apr 12, 2019 3:52 PM","amet2017","syndicates"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=83","Apr 12, 2019 4:01 PM","jnal","That's call accumulation..harga taknak naik, sebab dia tggu price lebih rendah lagi..taknak beli harga 175..one 175 pecah..say bye3..yg player Contra pula hanya take profit half cent..control emosi..just use 2/5 ur bullet..wait lah sir..."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=83","Apr 12, 2019 4:16 PM","matg","Buy buy on boarding.."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=83","Apr 15, 2019 8:31 AM","Mohd Luqman",". 6m in 0.175"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=83","Apr 15, 2019 2:33 PM","bowman","i say, drop so much. collect at 11sen"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=83","Apr 15, 2019 2:40 PM","jnal","dont worry..let them flush out...waiting at 155..big reward coming soon...wait..."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=83","Apr 15, 2019 5:14 PM","Mohd Luqman","omg.. its break spport"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=83","Apr 15, 2019 8:02 PM","BILLC",""
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=83","Apr 15, 2019 8:27 PM","jnal","Heavy selling pressure.. must cut lost..this week poor for small cap.."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=83","Apr 15, 2019 8:29 PM","jnal","Mostly contra player selling down.. tomorrow don't hope also..wait at .100 lah.."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=83","Apr 15, 2019 8:58 PM","45AMG","Come on.. i've been watching vsolar hiking slowly, bought & sold from 19 to 25.. thought it will be repeating the 2014 history..
But i guess it will not happen.. it hike from 0.105 to 0.255.. that's 0.15sen gain or almost 150%.. if u can see the pattern everyday they will lure retailer to buy.. they turn the price to green but closing will be red.. i suspect it is a distribution..
Today close 0.15, that's 0.10sen @ 100% gain wipe off from previous high.. i doubt i will go back to 0.20 in near future..
If there are rebounds, it is only technical.. good luck friends.."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=83","Apr 16, 2019 8:54 AM","Flyinghorse","Waiting at 0.10"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=83","Apr 16, 2019 4:25 PM","prince4","大户一直大量卖，股民做接盘侠 ! 不会上割韭菜啦..."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=83","Apr 17, 2019 10:19 AM","jnal","@zul carefull..big invester already out from this counter..bilis2 n contra player only inside..wait at .090.."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=84","Apr 18, 2019 3:20 PM","jnal","Contra player byk rugi ini kali..byk buyer at 150..but still not moving.."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=84","Apr 19, 2019 1:00 AM","Zulkifli Katimin","https://www.klsescreener.com/v2/news/view/517923"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=84","Apr 19, 2019 9:08 AM","maelsilver","The agreement will not have any material effect on the group’s earnings and earnings per share. Vsolar today closed 0.5 sen or 3.45% higher at 15 sen, for a market capitalisation of RM57.91 million. Some 16.68 million shares were traded."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=84","Apr 19, 2019 10:00 AM","Tonylck","Hi Maelsilver , u means Vsolar price is 0.50 per share?"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=84","Apr 19, 2019 11:36 AM","jnal","1.5M just at .150..this is real accumulation..strong support.."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=84","Apr 19, 2019 3:12 PM","jnal","This stock betul2 gila..big syndicate..u never can up this stock..ceo/owner play the games..don't touch this stock!"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=84","Apr 22, 2019 3:02 PM","GunsNRoses","beautiful chart in the making..
wait for a right time..
peace.."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=84","Apr 23, 2019 11:15 PM","nleet09319","Esok tengok..."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=84","Apr 27, 2019 4:33 PM","Flyinghorse","Monday starts to rebound or go further south?"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=84","Apr 27, 2019 10:28 PM","Investsucess Trader","ON the way to Holland"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=84","Apr 28, 2019 2:27 PM","Flyinghorse","Holland is a beautiful place. Huat ah. Ong ah. Heng ah"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=84","Apr 29, 2019 11:29 AM","劉尹光","netherland is beautiful..."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=84","Apr 29, 2019 6:02 PM","Flyinghorse","Today very steady. Tomorrow will uptrend. Huat everyone"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=84","Apr 30, 2019 5:54 PM","Flyinghorse","Closed at 0.170. Good performance"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=84","May 2, 2019 2:41 PM","Realistic Investor","0.155 now , what happen to this counter? luckily i cut loss at 0.165."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=84","May 2, 2019 6:36 PM","Flyinghorse","Today KLCI is red sea........ continue tomorrow onslaughter."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=84","May 6, 2019 12:04 PM","arfastrade","Lets test 185 today"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=84","May 8, 2019 4:02 PM","Flyinghorse","0.155 leo"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=84","May 9, 2019 11:58 AM","Flyinghorse","Sad days"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=84","May 16, 2019 8:16 PM","arfastrade","Another VC in the making, but a slower one ;))"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=84","May 31, 2019 3:32 PM","kufik87","Strong buy kat 0.165..tapi x naik naik. Harap harap tgh proses accumulation and then one day open gap up. Harap harap je la...
;)"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=84","May 31, 2019 4:20 PM","yongmin","next time will be better.. :)"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=84","Jun 2, 2019 10:35 AM","8888_","Solar energy cannot take off?"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=84","Jun 5, 2019 7:25 PM","YAPSS","Hey! Today, R-Table will be covering Vsolar Group Berhad by presenting 10 years financial results in a short, fun & interesting way. Click the link below to watch the video.
Link: https://youtu.be/Ylabe7yxp7k
#YAPSS #RTable #VsolarGroupBerhad"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=84","Jun 11, 2019 9:32 PM","Flyinghorse","Cant go above 0.170. Hope tomorrow will be better"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=84","Jun 17, 2019 9:48 AM","limkokthye","new gov will support solar energy"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=84","Jun 19, 2019 4:28 PM","WenlinC","Vsolar is another potential PN17 stock. Please avoid."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=84","Jun 20, 2019 9:59 AM","Flyinghorse","Huh? Sure boh?"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=84","Jun 20, 2019 7:39 PM","Flyinghorse","Tomorrow will move to 0.180?"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=84","Jun 22, 2019 9:16 AM","Flyinghorse","Moved to 0.180. Next week 0.200 ???"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=84","Jun 24, 2019 9:34 AM","kenie","Vsolar points to financial viability as reason to abort solar power plant at UTM
KUALA LUMPUR: Vsolar Group Bhd and Universiti Teknologi Malaysia (UTM) mutually terminated their joint venture to develop solar energy facilities due to the poor rates of returns.
Vsolar, which is involved in solar renewable energy, announced on Thursday both parties decided on the termination based on the financial viability of the proposed project.
“Our financial assessment of the proposed tariffs potentially to be awarded by the regulators indicated poor rates of return on our potential investment,” it said.
On April 11, 2017, the company said the JV – in which it would hold 80% and UTM 20% – would develop the facilities with a capacity of up to 30 megawatts.
The JV was also to undertake research and development on solar energy generation technology and solar plant installation and construction design.
The project was to have been built on a site of about 20 acres for every 10 MW to be identified and provided by UTM.
Read more at https://www.thestar.com.my/business/business-news/2018/03/01/vsolar-en..."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=84","Jun 26, 2019 9:43 AM","Flyinghorse","Hoho...0.190 leo. Soon wil be 0.200 by weekend?"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=84","Jun 26, 2019 3:59 PM","investopology","vsolar next champ like PCCS."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=84","Jun 26, 2019 5:25 PM","birkincollector","Nay not like pccs. Pccs proven good company. Vsolar likely goreng up like Focus because same major shareholder"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=84","Jun 28, 2019 10:44 AM","jinbesar","what this vsolar bs, they pad their performance report ka??"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=84","Jun 28, 2019 1:51 PM","investopology","today buy volume look very good. next week gogogogogo"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=84","Jun 28, 2019 3:39 PM","prince4","中国私募基金是Asiabio capital 大股东
Asiabio capital 是Focus，Vsolar，Netx 大股东"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=84","Jun 30, 2019 6:49 PM","lurhays","wednesday thurstday and friday, three days straight they trying hitting that ceilingwall 0.190... just standby to see if they can break it on monday and surely intraday will follow uprising it after the blows..."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=84","Jul 3, 2019 3:05 PM","fuzi","Something brewing..."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=84","Jul 13, 2019 8:45 AM","kenie","vsolar
cash flow 2.94 millions
140 thousand
current liabilities 1.95 millions"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=84","Jul 13, 2019 1:33 PM","choonwoon","Sell high Focus Vsolar change to buy bottom Fintec Netx"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=84","Jul 16, 2019 8:08 PM","Belisto Skrang","Can go up this counter?"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=84","Jul 17, 2019 6:37 PM","fosther","Guan Eng may visit China again to attract investments
KUALA LUMPUR (Jul 15): Finance Minister Lim Guan Eng said he may pay another visit to China, potentially Shenzhen again, to attract more investment into Malaysia.
Lim said although the US is the largest foreign investor in Malaysia and is expected to continue to increase, but the potential of China’s capital is increasing.
“China has its advantage, and the US has its advantage. These two countries are among the best in terms of foreign investment, and they are both very important,” he told local Chinese media Kwong Wah Daily in an interview last Saturday.
Lim said if he visits China again next month, his focus will be on investment, so one of the destinations would likely be Shenzhen, to attract high-tech, high-value Chinese major manufacturers to invest in Malaysia.
Lim also said after his first official visit to China earlier this month, both countries' governments are discussing the possibility of establishing an interactive channel for the stock exchanges of both countries.
Lim said he would discuss this further with Chinese authorities if his next visit to the country materialise.
""I hope we can yield some results in the near future,"" he said.
Lim said in addition to investment and business, both countries also hope to strengthen securities and stock exchanges areas.
After a visit to the Shenzhen Stock Exchange, Lim said they are studying whether it is possible to create a new platform that makes both capital and stock markets more competitive, and gain more access to financing.
Lim said this would require further works to be done, including formulation of the technological process and financing mechanism.
Lim hopes that after visiting China, he could accelerate the materialisation of this objective.
On the matter of potential raising of Panda bonds from banks in China, Lim said the Malaysian government is still considering it, as the government thinks that it deserves a lower interest rate.
Meanwhile, Lim said after visiting Huawei’s operation in Shenzhen and meeting its management, the technology giant pledged to strengthen its investment in Malaysia.
Lim also said representatives from Huawei will organise a visit to Malaysia as well, and he is scheduled to meet them to discuss more on the company’s potential implementation of 5G technology in Malaysia.
""They will come in a week or two. When I am in Penang, I will discuss with them,"" he said."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=84","Jul 18, 2019 10:34 AM","kkl123","same group with focus!
up"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=84","Jul 23, 2019 12:21 PM","moneykj","This counter too high already. Have a look at Kanger."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=84","Jul 24, 2019 2:45 PM","zamrie","kanger redchip scare leh..."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=84","Jul 26, 2019 11:53 AM","aikinlai","Mana ada turn green...turun lagi..."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=84","Jul 26, 2019 12:21 PM","Tonylck","turn to red colour only...."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=84","Jul 26, 2019 4:14 PM","Kho Hon Hua","support 19.5c?"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=84","Jul 26, 2019 4:24 PM","ruhaizat69","Today heavy rain so salar got no power"
