"censof_urls_link","censof_urls_date_date","censof_urls_date_user","censof_urls_date_Comments"
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=149","May 15, 2019 3:17 PM","Tva17","Can collect now?"
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=149","May 15, 2019 6:21 PM","i_investor","CENSOF's subsidiary DNEX has just got RM7,492,885.00 project from Johor port , contract tenure is 310 days commencing from tomorrow 16 May 2019 to 11 March 2020."
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=149","May 15, 2019 6:23 PM","i_investor","CENSOF's subsidiary DNEX has just got RM7,492,885.00 project from Johor port , contract tenure is 310 days commencing from tomorrow 16 May 2019 to 11 March 2020. LETTER OF AWARD FOR THE DESIGN, SUPPLY, DELIVERY, TESTING AND COMMISSIONING OF 4 UNITS MARINE LOADING ARM AT DCJ1 AND DCJ2, JOHOR PORT BERHAD"
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=149","May 15, 2019 9:50 PM","suare_pro","dnex la..not censof....ayoo"
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=149","May 16, 2019 9:00 AM","i_investor","suare_pro, PLEASE READ CAREFULLY , THE SENTENCE ""CENSOF's SUBSIDIARY DNEX..."" , DNEX AS MENTIONED ALREADY, ""CENSOF's SUBSIDIARY DNEX..."" , DNEX IS A SUBSIDIARY CONTRIBUTING TO CENSOF !!! http://www.bursamarketplace.com/mkt/themarket/stock/DNEX/ownership"
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=149","May 16, 2019 3:13 PM","i_investor","Century Software To Acquire A Majority Stake In Singapore Based ERP Software Provider
Last update: 16/05/2019
PETALING JAYA, May 16 (Bernama) -- Century Software (M) Sdn Bhd, a wholly-owned subsidiary of Censof Holdings Berhad is pleased to announce that it had entered into a Share Sale and Purchase agreement to acquire 51% stake in a Singapore-registered enterprise software applications and services provider, Netsense Business Solutions Pte Ltd. This timely move will help Century Software to expand its strategic footprint to the commercial market and its product portfolio while underpinning the growth strategy especially in its cloud ERP business.
Founded in 2013, Netsense Business Solutions is the fastest growing ERP software provider in the Singapore enterprise market, and currently has offices in Singapore, Kuala Lumpur and Jakarta. The company currently supports around 90 reputable clients across Singapore and in Malaysia. Netsense provides software and IT consulting services to more than 15 industry verticals.
http://www.bernama.com/en/news.php?id=1727000"
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=149","May 22, 2019 3:11 PM","ID007","Counter not active anymore"
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=149","May 31, 2019 7:12 PM","suare_pro","Ayoo..very lousy company"
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=149","May 31, 2019 9:18 PM","Joseph Ng","No hope"
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=149","Jun 4, 2019 11:56 AM","i_investor","http://www.centurysoftware.com.my/?stm_works=testimonials-mardi"
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=149","Jun 4, 2019 11:59 AM","i_investor","http://www.centurysoftware.com.my/?stm_works=smecorp"
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=149","Jun 4, 2019 12:08 PM","i_investor","http://www.centurysoftware.com.my/?stm_works=lhdnm"
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=149","Jun 7, 2019 10:55 AM","i_investor","https://www.thestar.com.my/business/business-news/2019/05/24/rhb-bank-..."
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=149","Jun 7, 2019 10:15 PM","Kasiuntung11","https://klse.i3investor.com/m/stock/overview/0020.jsp
Netx to fly next week.cheap company growth stock"
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=149","Jun 8, 2019 2:44 PM","i_investor","[RECAP] http://theindependent.sg/malaysian-software-company-acquires-majority-..."
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=149","Jun 8, 2019 2:44 PM","i_investor","https://censof.com/business/financial-management-solution-commercial/"
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=149","Jun 8, 2019 2:45 PM","i_investor","http://www.digitaljournal.com/pr/4296646"
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=149","Jun 10, 2019 4:51 PM","i_investor","The Edge understands that financial services company Jefferies International Ltd has been given the mandate to sell Ping but details were scarce at press time.
“They (Jefferies) have started looking for a buyer but the feeling is that it shouldn’t be difficult with the oil and gas sector gaining momentum,” a source familiar with the sale says.
Ping’s largest shareholder with 30% equity interest is Dagang NeXchange Bhd (DNeX), which in turn is 16.22%-controlled by Censof Holdings Bhd.
https://www.theedgemarkets.com/article/newsbreak-dnex-benefit-ping-pet..."
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=149","Jun 10, 2019 6:39 PM","i_investor","https://www.theedgemarkets.com/article/civil-servants-told-prepare-ind..."
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=149","Jun 10, 2019 6:40 PM","i_investor","https://censof.com/business/training-solutions/"
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=149","Jun 10, 2019 6:41 PM","i_investor","https://censof.com/news/"
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=149","Jun 10, 2019 6:41 PM","i_investor","https://knowledgecom.my/ir4.html"
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=149","Jun 12, 2019 9:26 AM","koyokui","Buy censof tp 20sen"
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=149","Jun 14, 2019 10:52 AM","i_investor","CENSOF's subsidiary DNEX artificial intelligence (AI) JV status : https://www.agorai.ai/news
https://www.agorai.ai/"
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=149","Jun 14, 2019 1:21 PM","suare_pro","IR4.0 goes to vis counter?"
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=149","Jun 14, 2019 2:01 PM","suare_pro","i_investor keep promoting censof ?.....looks like death counter"
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=149","Jun 14, 2019 2:41 PM","i_investor","suare_pro, this forum is meant for true info or data sharing for the benefits of investors references , it is not for shouting or sharing fake news. Do you think that the stock price will move when we shout?!? Stock price will not moves just move for the reasons of we shout or argue among each other for nothing! Don't be silly and childish. Please grow up!"
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=149","Jun 14, 2019 2:44 PM","suare_pro","ayoo..if i silly and childish.....how about u/..keep promoting....intelligence?"
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=149","Jun 14, 2019 2:45 PM","i_investor","suare_pro , I think you are really a fool, you don't get my point!"
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=149","Jun 17, 2019 11:27 AM","Kasiuntung11","https://klse.i3investor.com/m/stock/overview/0020.jsp
Netx to fly .cheap company growth stock"
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=149","Jun 18, 2019 11:29 PM","suare_pro","Dath counter i_investor keep promoting..hahaha"
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=149","Jun 19, 2019 10:15 AM","i_investor","suare_pro, do not torture youself by locking yourself up in this forum or this counter, if you think this counter is not good, then why waste your life (time is life) over here. If you are locked up in this counter, then just sell all you have, buy another that you think which is better for you, as simple as that, life goes on. This forum is meant for true info or data sharing for the benefits of investors references , not necessary must be a recommendation, it is not for shouting or sharing fake news. Hatred will only make your life absolutely miserable! I really pity you, let's argue no more !"
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=149","Jun 19, 2019 2:47 PM","suare_pro","OK STOP....price keep drop..kehkeh..bye"
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=149","Jun 19, 2019 3:28 PM","i_investor","suare_pro, good bye, I wish you all the best in your future undertaking. Wish you could find a forum or counter which is better or more suitable for you. Take care."
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=149","Jun 19, 2019 4:19 PM","i_investor","DNeX confirms talks are ongoing for sale of stake in PING Petroleum, to get 'better than book valuations'
https://www.theedgemarkets.com/article/dnex-confirms-talks-are-ongoing...
Ping’s largest shareholder with 30% equity interest is Dagang NeXchange Bhd (DNeX), which in turn is 16.22%-controlled by Censof Holdings Bhd.
https://www.theedgemarkets.com/article/newsbreak-dnex-benefit-ping-pet...
https://www.theedgemarkets.com/article/dnex-eyes-better-book-valuation...
Meanwhile, DNeX will continue to intensify its focus on the information technology (IT) and e-services sector as part of efforts to drive business growth.
https://www.thestar.com.my/business/business-news/2019/06/19/dnex-expe...
https://www.bharian.com.my/bisnes/korporat/2019/06/575870/dnex-tumpu-p..."
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=149","Jun 27, 2019 4:38 PM","i_investor","CENTURY SOFTWARE LAUNCHES GOVERNMENT RESOURCE PLANNING SOLUTION
https://www.digitalnewsasia.com/business/century-software-launches-gov..."
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=149","Jul 7, 2019 6:57 PM","Ozzz","i-investor tq for the info...""GRP 9.0"" Mayb 1 of the signal who knows- involving with govt project...hmmmm mayb good signal just wait n see"
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=149","Jul 7, 2019 7:00 PM","Ozzz","censoft all the times sleeping...seem the tiger already tired to sleep now its time to use its fangs...hahaha just monitor closely...mayb got news..."
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=149","Jul 7, 2019 8:42 PM","Ozzz","1st july ABSS appoint new COO, and the new COO have a great background in accounting software technology hopefully he can thrive censoft moving fwd hehehe..."
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=149","Jul 12, 2019 10:42 AM","rielza","Its time to fly? Hehehehe"
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=149","Jul 18, 2019 9:09 AM","i_investor","CENSOF's subsidiary DNEX wholly owned subsidiary OGPC Sdn Bhd has been awarded a RM11.8 million contract from Petronas Dagangan Bhd.
https://www.thesundaily.my/business/dnex-wins-rm11-8m-petronas-contrac..."
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=149","Aug 20, 2019 10:36 PM","ID007","This share gg d?"
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=149","Aug 23, 2019 7:39 AM","suare_pro","Also con ppl this counter"
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=149","Aug 28, 2019 11:05 PM","i_investor","https://censof.com/century-software-contract-from-dbkl/"
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=149","Aug 29, 2019 8:13 PM","jl88","bag contract and better qr also cannot up.. holland stock"
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=149","Sep 10, 2019 7:22 PM","ID007","Gg counter"
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=149","Oct 2, 2019 1:05 AM","Investgaogao","Lanjiao punya share"
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=149","Oct 2, 2019 1:08 AM","Wai7447","You can't touch this......"
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=149","Oct 2, 2019 7:29 PM","i_investor","Ya, CENSOF's subsidiary DNEX got a contract and the contract was from 10 August 2019 to only 9 August 2020, after so many months passed and now only today few more months left then they announce ! They want to cheat investors so that they have got enough accummulation and sell on news ?!?!! Is Bursa let this kind of cheating going on ?!??
http://disclosure.bursamalaysia.com/FileAccess/apbursaweb/download?id=...
Is Bursa let this kind of cheating going on ?!??"
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=149","Oct 3, 2019 2:12 PM","CityHuntEr","PH pusing balik GST, Censof akan naik...hahahah"
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=150","Oct 29, 2019 3:15 PM","dr_jogho","censof still zzzz compare to ifcamsc"
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=150","Nov 4, 2019 11:40 PM","Investgaogao","Wait la bro"
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=150","Nov 5, 2019 12:12 AM","SuperWisdom","✩✩✩✩✩"
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=150","Dec 17, 2019 9:19 AM","HazByn","why suddenly limit up..."
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=150","Dec 17, 2019 9:58 AM","KingDavid","Because of unexpected bad qr result and so to push and to give opposite impression."
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=150","Dec 20, 2019 7:49 AM","Hunter8888","Next gunung haha....buy before limit up."
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=150","Jan 3, 2020 9:55 AM","dompeilee","Bought some Censof @ 13.5c"
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=150","Jan 28, 2020 10:15 AM","koyokui","Buy censof tp 30sen"
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=150","Mar 5, 2020 10:33 AM","confidential","https://www.klsescreener.com/v2/news/view/647250/censof-gets-rm4mil-ir..."
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=150","Mar 27, 2020 4:02 PM","Jeffreyteck","Why selling of dnex not planned in advance instead forced selling? That either showed management competencies or with objective? If I am the authority, will certainly check randomly on disposal and acquisition parties to ensure arms lenght transactions and promote a healthy market."
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=150","Apr 20, 2020 11:29 PM","Joe","A new management needed badly... Hope for changest to come soon in this company... there are potential...miracles to happen soon !"
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=150","Apr 24, 2020 7:00 AM","thesteward","Buy before too late . This new shareholder is v v influential I believe n will bring censof to a high new level !!! Anything below .10 is a steal !"
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=150","Apr 24, 2020 9:11 AM","Ricky Wong","thesteward, wow, accurate prediction~!! 0.12 now~!!"
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=150","Apr 24, 2020 9:12 AM","Ricky Wong","but I didnt buy...."
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=150","Apr 24, 2020 9:48 AM","Joe","I believe this new management team, will be able to bring up this company into a greater height.... Hoping for the best to come..."
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=150","May 4, 2020 2:51 PM","Joe","Holding strong 0.105...."
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=150","May 5, 2020 10:27 AM","Joe","Looks like no direction already...might press down..."
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=150","May 5, 2020 10:35 AM","Joe","But watch out....! Another miracle to happen soon....unexpected this.... Suddenly."
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=150","May 6, 2020 12:11 PM","FadhliMJ","pls up ur price"
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=150","May 10, 2020 11:05 PM","thesteward","Txs Ricky Wong"
